,id,nome_carro,marca,modelo,preco_novo,custo_minimo,custo_maximo,idade_veiculo,km_dirigidos,tipo_vendedor,tipo_combustivel,tipo_transmissao,milhagem,motor,poder_maximo,assentos,preco_venda,ipva,km_por_ano,fabricacao
1907,3876,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.90-13.23 Lakh*,790000.0,1323000.0,11,78000,distribuidora,Petrol,Manual,17,1197,80,5,371000,14840,7090.909090909091,2013
1908,3879,Hyundai Santro,Hyundai,Santro,New Car (On-Road Price) : Rs.5.47-7.40 Lakh*,547000.0,740000.0,2,4800,particular,Petrol,Manual,20.3,1086,68,5,530000,21200,2400.0,2022
1909,3880,BMW 5,BMW,5,New Car (On-Road Price) : Rs.76.04-85.24 Lakh*,7604000.0,8524000.0,6,67000,distribuidora,Diesel,Automatic,18.12,1995,190,5,2575000,103000,11166.666666666666,2018
1910,3881,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.35-10.36 Lakh*,735000.0,1036000.0,6,21000,distribuidora,Petrol,Manual,18,1198,86.7,5,435000,17400,3500.0,2018
1911,3883,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.36-6.72 Lakh*,536000.0,672000.0,4,55001,distribuidora,Petrol,Automatic,23.1,998,67.04,5,485000,19400,13750.25,2020
1912,3886,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.6.50-6.56 Lakh*,650000.0,656000.0,4,39400,distribuidora,CNG,Manual,31.79,998,58.2,5,475000,19000,9850.0,2020
1913,3889,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.56-5.99 Lakh*,356000.0,599000.0,2,5000,particular,Petrol,Manual,25.17,799,53.3,5,350000,14000,2500.0,2022
1914,3890,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000.0,1699000.0,5,56436,concessionaria,Petrol,Automatic,18,1497,117.3,5,825000,33000,11287.2,2019
1915,3897,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.00-6.54 Lakh*,400000.0,654000.0,3,20000,distribuidora,Petrol,Manual,25.17,799,53.3,5,365000,14600,6666.666666666667,2021
1916,3898,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.9.83-10.24 Lakh*,983000.0,1024000.0,4,25000,particular,Diesel,Manual,24.29,1498,99,5,650000,26000,6250.0,2020
1917,3902,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000.0,1324000.0,11,220000,particular,Petrol,Manual,17,1197,80,5,204000,8160,20000.0,2013
1918,3905,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.67-12.83 Lakh*,967000.0,1283000.0,9,66259,distribuidora,Diesel,Manual,21.9,1396,90,5,435000,17400,7362.111111111111,2015
1919,3906,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.24-10.24 Lakh*,724000.0,1024000.0,8,57239,distribuidora,Petrol,Manual,18,1198,86.7,5,425000,17000,7154.875,2016
1920,3907,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000.0,1699000.0,4,45000,distribuidora,Petrol,Manual,17.4,1497,117.6,5,715000,28600,11250.0,2020
1921,3908,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.62-17.79 Lakh*,1262000.0,1779000.0,8,65000,distribuidora,Diesel,Manual,22.32,1582,126.3,5,540000,21600,8125.0,2016
1922,3909,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,995000.0,1351000.0,4,54552,distribuidora,Petrol,Manual,20.73,1373,91.1,5,675000,27000,13638.0,2020
1923,3910,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.19-10.74 Lakh*,919000.0,1074000.0,6,78028,distribuidora,Diesel,Manual,15.96,2523,62.1,7,635000,25400,13004.666666666666,2018
1924,3911,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.6.95-11.43 Lakh*,695000.0,1143000.0,5,110000,distribuidora,Petrol,Manual,16.2,1199,74,5,525000,21000,22000.0,2019
1925,3915,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000.0,742000.0,4,41000,distribuidora,Petrol,Manual,18.9,1197,82,5,520000,20800,10250.0,2020
1926,3917,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.35-10.36 Lakh*,735000.0,1036000.0,8,51112,distribuidora,Petrol,Automatic,15.5,1198,86.7,5,295000,11800,6389.0,2016
1927,3918,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.99-10.55 Lakh*,899000.0,1055000.0,8,280000,particular,Diesel,Manual,15.96,2523,63,9,500000,20000,35000.0,2016
1928,3921,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.27-16.15 Lakh*,1027000.0,1615000.0,2,20000,particular,Petrol,Manual,17,1591,121.3,5,1025000,41000,10000.0,2022
1929,3925,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.10.22 Lakh*,1022000.0,1022000.0,3,42000,distribuidora,CNG,Manual,17.5,1373,80.46,7,875000,35000,14000.0,2021
1930,3926,Audi A4,Audi,A4,New Car (On-Road Price) : Rs.50.45-55.58 Lakh*,5045000.0,5558000.0,9,120000,particular,Petrol,Automatic,10.8,1984,132,5,1100000,44000,13333.333333333334,2015
1931,3928,BMW 3,BMW,3,New Car (On-Road Price) : Rs.51.47-58.05 Lakh*,5147000.0,5805000.0,9,61000,distribuidora,Diesel,Automatic,18.88,1995,184,5,1345000,53800,6777.777777777777,2015
1932,3929,Maruti Ignis,Maruti,Ignis,New Car (On-Road Price) : Rs.5.72-8.49 Lakh*,572000.0,849000.0,2,11000,distribuidora,Petrol,Automatic,20.89,1197,81.8,5,640000,25600,5500.0,2022
1933,3932,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.25-13.72 Lakh*,1025000.0,1372000.0,3,29500,distribuidora,Diesel,Manual,23,1498,98.96,5,950000,38000,9833.333333333334,2021
1934,3934,BMW X1,BMW,X1,New Car (On-Road Price) : Rs.49.91-51.59 Lakh*,4991000.0,5159000.0,7,116653,distribuidora,Diesel,Automatic,17.05,1995,184,5,1150000,46000,16664.714285714286,2017
1935,3935,BMW 7,BMW,7,New Car (On-Road Price) : Rs.1.67 Cr*,16700000.0,16700000.0,3,50000,particular,Diesel,Automatic,16.77,2993,261.49,5,8500000,340000,16666.666666666668,2021
1937,3937,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.00-10.53 Lakh*,900000.0,1053000.0,16,211121,particular,Diesel,Manual,13.6,2523,63,7,300000,12000,13195.0625,2008
1938,3940,Mahindra Thar,Mahindra,Thar,New Car (On-Road Price) : Rs.14.63-16.58 Lakh*,1463000.0,1658000.0,3,30000,distribuidora,Diesel,Manual,16.55,2498,105,6,850000,34000,10000.0,2021
1939,3947,Mahindra Thar,Mahindra,Thar,New Car (On-Road Price) : Rs.14.63-16.58 Lakh*,1463000.0,1658000.0,3,32707,distribuidora,Diesel,Manual,16.55,2498,105,7,835000,33400,10902.333333333334,2021
1940,3957,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.39-7.17 Lakh*,539000.0,717000.0,4,25649,distribuidora,Petrol,Automatic,21.5,1197,81.8,5,470000,18800,6412.25,2020
1941,3959,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.50-13.37 Lakh*,950000.0,1337000.0,7,63000,distribuidora,Petrol,Manual,18.88,999,123.37,5,535000,21400,9000.0,2017
1942,3963,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000.0,1324000.0,6,23000,distribuidora,Petrol,Manual,18.6,1197,81.83,5,565000,22600,3833.3333333333335,2018
1943,3966,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.8.94-11.48 Lakh*,894000.0,1148000.0,10,58000,distribuidora,Petrol,Manual,16,1198,90,5,325000,13000,5800.0,2014
1945,3968,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000.0,1324000.0,7,44000,distribuidora,Petrol,Manual,18.5,1197,82.85,5,380000,15200,6285.714285714285,2017
1946,3969,BMW 7,BMW,7,New Car (On-Road Price) : Rs.1.67 Cr*,16700000.0,16700000.0,8,39800,distribuidora,Diesel,Automatic,14.49,2993,258,5,2550000,102000,4975.0,2016
1947,3970,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000.0,1032000.0,3,15210,distribuidora,Petrol,Automatic,21.21,1197,81.8,5,785000,31400,5070.0,2021
1948,3971,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.9.07-11.76 Lakh*,907000.0,1176000.0,5,75225,distribuidora,Diesel,Manual,25.8,1498,98.6,5,580000,23200,15045.0,2019
1949,3972,BMW X1,BMW,X1,New Car (On-Road Price) : Rs.51.71-53.40 Lakh*,5171000.0,5340000.0,3,22000,distribuidora,Diesel,Automatic,17.05,1995,184,5,3000000,120000,7333.333333333333,2021
1950,3973,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.24-13.71 Lakh*,1024000.0,1371000.0,2,10787,distribuidora,Diesel,Manual,21.7,1498,98.96,5,1050000,42000,5393.5,2022
1951,3974,Maruti Dzire ZXI,Maruti,Dzire ZXI,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000.0,1032000.0,7,66250,distribuidora,Petrol,Manual,23.26,1197,88.5,5,440000,17600,9464.285714285714,2017
1952,3975,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,1056000.0,1645000.0,4,28900,distribuidora,Petrol,Manual,17.01,1591,121.3,5,865000,34600,7225.0,2020
1953,3976,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.52.12-65.11 Lakh*,5212000.0,6511000.0,10,88002,distribuidora,Diesel,Automatic,15.8,2143,170,5,1325000,53000,8800.2,2014
1954,3978,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.69-12.08 Lakh*,869000.0,1208000.0,4,40000,particular,Petrol,Automatic,17.03,1373,91.1,7,780000,31200,10000.0,2020
1955,3984,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.67-12.83 Lakh*,967000.0,1283000.0,9,134000,particular,Diesel,Manual,23,1396,90,5,450000,18000,14888.888888888889,2015
1956,3985,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.12-6.65 Lakh*,412000.0,665000.0,3,25000,particular,Petrol,Manual,25.17,799,53.3,5,330000,13200,8333.333333333334,2021
1957,3986,BMW X3,BMW,X3,New Car (On-Road Price) : Rs.77.22 Lakh*,7722000.0,7722000.0,5,66000,distribuidora,Diesel,Automatic,18.56,1995,187.7,5,2750000,110000,13200.0,2019
1958,3990,Datsun GO,Datsun,GO,New Car (On-Road Price) : Rs.4.52-7.25 Lakh*,452000.0,725000.0,5,29500,particular,Petrol,Manual,20.63,1198,67,5,310000,12400,5900.0,2019
1959,3994,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.87-7.22 Lakh*,687000.0,722000.0,8,43000,particular,Petrol,Manual,18.9,1197,82,5,355000,14200,5375.0,2016
1960,3995,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000.0,1324000.0,5,18000,distribuidora,Petrol,Manual,18.6,1197,81.83,5,630000,25200,3600.0,2019
1961,3997,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000.0,1032000.0,7,70000,particular,Petrol,Manual,19.1,1197,85.8,5,425000,17000,10000.0,2017
1962,3998,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.56-5.99 Lakh*,356000.0,599000.0,2,40000,particular,Petrol,Manual,25.17,799,53.3,5,325000,13000,20000.0,2022
1963,3999,Hyundai Tucson,Hyundai,Tucson,New Car (On-Road Price) : Rs.29.70-32.96 Lakh*,2970000.0,3296000.0,4,64000,distribuidora,Diesel,Automatic,16.38,1995,183,5,1650000,66000,16000.0,2020
1964,4001,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.49-5.88 Lakh*,349000.0,588000.0,5,40000,particular,Petrol,Manual,25.17,799,53.3,5,220000,8800,8000.0,2019
1965,4002,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,540000.0,719000.0,5,42000,distribuidora,Petrol,Automatic,20.51,998,67,5,445000,17800,8400.0,2019
1966,4008,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,705000.0,741000.0,5,5301,concessionaria,Petrol,Automatic,18.9,1197,82,5,585000,23400,1060.2,2019
1968,4011,Mahindra XUV300,Mahindra,XUV300,New Car (On-Road Price) : Rs.9.23-13.06 Lakh*,923000.0,1306000.0,2,4000,particular,Petrol,Manual,17,1197,108.6,5,890000,35600,2000.0,2022
1970,4015,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.25-6.60 Lakh*,525000.0,660000.0,6,36000,distribuidora,Petrol,Automatic,23.1,998,67.04,5,430000,17200,6000.0,2018
1971,4018,Hyundai Elantra,Hyundai,Elantra,New Car (On-Road Price) : Rs.22.44-25.31 Lakh*,2244000.0,2531000.0,4,53958,distribuidora,Diesel,Automatic,18.23,1582,126.2,5,1370000,54800,13489.5,2020
1972,4021,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.13-9.66 Lakh*,913000.0,966000.0,10,113000,distribuidora,Diesel,Manual,20,1399,68,5,290000,11600,11300.0,2014
1973,4022,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.51-13.06 Lakh*,951000.0,1306000.0,3,40000,particular,Petrol,Manual,21.56,1462,103.25,5,850000,34000,13333.333333333334,2021
1974,4023,Skoda Rapid,Skoda,Rapid,New Car (On-Road Price) : Rs.8.99-15.82 Lakh*,899000.0,1582000.0,3,31000,distribuidora,Petrol,Automatic,14.3,1598,103.52,5,760000,30400,10333.333333333334,2021
1975,4028,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000.0,1699000.0,6,56000,distribuidora,Petrol,Automatic,18,1497,117.3,5,771000,30840,9333.333333333334,2018
1976,4029,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,3912000.0,4522000.0,4,90000,distribuidora,Diesel,Manual,13,2982,168.5,7,2600000,104000,22500.0,2020
1977,4030,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.49-18.69 Lakh*,1449000.0,1869000.0,7,51000,distribuidora,Diesel,Manual,15.4,2179,120,7,925000,37000,7285.714285714285,2017
1978,4031,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.30-13.80 Lakh*,1030000.0,1380000.0,6,75911,distribuidora,Diesel,Manual,22.7,1498,89.84,5,690000,27600,12651.833333333334,2018
1979,4035,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.38-13.24 Lakh*,838000.0,1324000.0,8,35000,distribuidora,Petrol,Manual,18.6,1197,81.83,5,418000,16720,4375.0,2016
1980,4036,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.11.70-13.19 Lakh*,1170000.0,1319000.0,3,30892,distribuidora,Diesel,Manual,25.5,1498,98.6,5,975000,39000,10297.333333333334,2021
1981,4042,Jeep Compass,Jeep,Compass,New Car (On-Road Price) : Rs.22.44-34.11 Lakh*,2244000.0,3411000.0,1,6000,distribuidora,Diesel,Automatic,17.1,1956,173,5,2750000,110000,6000.0,2023
1982,4046,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.31 Lakh*,692000.0,1031000.0,6,32000,distribuidora,Petrol,Manual,20.85,1197,83.14,5,590000,23600,5333.333333333333,2018
1983,4047,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000.0,1032000.0,13,78000,distribuidora,Petrol,Manual,17.5,1298,85.8,5,250000,10000,6000.0,2011
1984,4048,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.67-5.14 Lakh*,467000.0,514000.0,6,8403,distribuidora,Petrol,Manual,15.37,1196,73,5,345000,13800,1400.5,2018
1985,4049,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.90-17.68 Lakh*,1490000.0,1768000.0,6,95000,particular,Diesel,Manual,25.1,1498,98.6,5,600000,24000,15833.333333333334,2018
1986,4051,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.10.23 Lakh*,1023000.0,1023000.0,4,73338,distribuidora,CNG,Manual,17.5,1373,80.46,7,800000,32000,18334.5,2020
1987,4052,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000.0,1699000.0,2,11000,distribuidora,Petrol,Manual,17,1497,118,5,755000,30200,5500.0,2022
1988,4053,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.15-6.68 Lakh*,415000.0,668000.0,5,19000,distribuidora,Petrol,Manual,22.3,799,53.26,5,324000,12960,3800.0,2019
1989,4055,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,705000.0,1073000.0,2,12705,distribuidora,Petrol,Manual,21.01,1197,81.8,5,775000,31000,6352.5,2022
1990,4061,Renault Duster,Renault,Duster,New Car (On-Road Price) : Rs.10.60-15.41 Lakh*,1060000.0,1541000.0,3,18500,particular,Petrol,Manual,14.19,1498,104.5,5,730000,29200,6166.666666666667,2021
1992,4063,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.17-19.68 Lakh*,1517000.0,1968000.0,6,70000,particular,Diesel,Manual,15.4,1997,120,7,1250000,50000,11666.666666666666,2018
1993,4065,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000.0,1324000.0,7,42000,distribuidora,Petrol,Manual,18.6,1197,81.83,5,485000,19400,6000.0,2017
1994,4066,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.26-9.97 Lakh*,926000.0,997000.0,11,76400,distribuidora,Diesel,Manual,20,1399,68,5,221000,8840,6945.454545454545,2013
1995,4068,Skoda Superb,Skoda,Superb,New Car (On-Road Price) : Rs.36.70-39.68 Lakh*,3670000.0,3968000.0,5,66000,distribuidora,Petrol,Automatic,14.67,1798,177.46,5,1490000,59600,13200.0,2019
1996,4070,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.67-5.13 Lakh*,467000.0,513000.0,11,35000,distribuidora,Petrol,Manual,16.11,1196,72.42,5,250000,10000,3181.818181818182,2013
1997,4073,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000.0,1032000.0,8,10000,distribuidora,Petrol,Manual,19.1,1197,85.8,5,475000,19000,1250.0,2016
1998,4074,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,995000.0,1351000.0,6,20000,particular,Petrol,Manual,20.73,1373,91.1,5,700000,28000,3333.3333333333335,2018
1999,4075,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.6.58-8.24 Lakh*,658000.0,824000.0,5,14000,distribuidora,Petrol,Manual,18.16,1196,86.8,5,540000,21600,2800.0,2019
2000,4076,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.9.18-11.77 Lakh*,918000.0,1177000.0,7,90000,particular,Diesel,Manual,25.8,1498,98.6,5,375000,15000,12857.142857142857,2017
2001,4078,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.20.73-30.10 Lakh*,2073000.0,3010000.0,5,56000,distribuidora,Diesel,Manual,13.68,2393,147.8,8,1526000,61040,11200.0,2019
2002,4081,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.15.85-23.37 Lakh*,1585000.0,2337000.0,3,60000,particular,Diesel,Manual,16,2179,138,7,1500000,60000,20000.0,2021
2003,4082,Ford Endeavour,Ford,Endeavour,New Car (On-Road Price) : Rs.36.15-42.68 Lakh*,3615000.0,4268000.0,5,89000,distribuidora,Diesel,Automatic,10.91,3198,197,7,2395000,95800,17800.0,2019
2004,4083,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.00-6.54 Lakh*,400000.0,654000.0,5,21200,distribuidora,Petrol,Manual,22.3,799,53.26,5,345000,13800,4240.0,2019
2005,4084,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.10-6.18 Lakh*,610000.0,618000.0,3,50000,particular,CNG,Manual,26.6,998,58.16,5,434000,17360,16666.666666666668,2021
2006,4087,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.22-13.62 Lakh*,822000.0,1362000.0,11,36704,distribuidora,Petrol,Manual,18.6,1197,81.83,5,280000,11200,3336.7272727272725,2013
2007,4088,Land Rover Rover,Land Rover,Rover,New Car (On-Road Price) : Rs.1.29Cr-2.06 Cr*,12900000.0,20600000.0,10,78000,distribuidora,Diesel,Automatic,14.7,2993,241.4,6,2650000,106000,7800.0,2014
2008,4089,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,705000.0,1073000.0,4,35092,distribuidora,Petrol,Manual,21.01,1197,81.8,5,545000,21800,8773.0,2020
2009,4090,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.15-6.68 Lakh*,415000.0,668000.0,4,15000,particular,Petrol,Manual,25.17,799,53.3,5,350000,14000,3750.0,2020
2010,4092,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,1056000.0,1645000.0,7,41000,distribuidora,Petrol,Manual,17.01,1591,121.3,5,559000,22360,5857.142857142857,2017
2011,4093,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.41-23.07 Lakh*,1641000.0,2307000.0,6,100000,particular,Diesel,Manual,15.1,2179,140,7,655000,26200,16666.666666666668,2018
2012,4094,Jeep Compass,Jeep,Compass,New Car (On-Road Price) : Rs.22.42-34.08 Lakh*,2242000.0,3408000.0,4,29000,distribuidora,Diesel,Manual,17.1,1956,170,5,1550000,62000,7250.0,2020
2013,4097,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.27-10.25 Lakh*,727000.0,1025000.0,2,2277,distribuidora,Petrol,Automatic,15.5,1198,86.7,5,800000,32000,1138.5,2022
2014,4098,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000.0,1699000.0,18,40000,particular,Petrol,Manual,13,1493,100,0,115000,4600,2222.222222222222,2006
2015,4100,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.41-9.31 Lakh*,641000.0,931000.0,5,8000,distribuidora,Petrol,Manual,22,1197,81.8,5,475000,19000,1600.0,2019
2016,4111,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.48.86-1.64 Cr*,488600000.0,16400000.0,10,110500,distribuidora,Petrol,Automatic,11.74,1796,186,5,900000,36000,11050.0,2014
2017,4113,Land Rover Rover,Land Rover,Rover,New Car (On-Road Price) : Rs.70.45-74.00 Lakh*,7045000.0,7400000.0,9,87500,distribuidora,Diesel,Automatic,12.7,2179,187.7,5,2550000,102000,9722.222222222223,2015
2018,4115,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.6.69-8.50 Lakh*,669000.0,850000.0,5,41001,distribuidora,Petrol,Manual,18.16,1196,86.8,5,450000,18000,8200.2,2019
2019,4116,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.36-9.89 Lakh*,936000.0,989000.0,10,66000,distribuidora,Diesel,Manual,20,1399,68.05,5,255000,10200,6600.0,2014
2020,4117,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.31 Lakh*,692000.0,1031000.0,6,67000,distribuidora,Petrol,Manual,20.85,1197,83.14,5,575000,23000,11166.666666666666,2018
2021,4119,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.92-12.29 Lakh*,892000.0,1229000.0,4,84900,distribuidora,Petrol,Manual,17.5,1373,91.1,7,800000,32000,21225.0,2020
2022,4123,BMW 5,BMW,5,New Car (On-Road Price) : Rs.73.83-82.92 Lakh*,7383000.0,8292000.0,4,51000,distribuidora,Diesel,Automatic,18.12,1995,190,5,3300000,132000,12750.0,2020
2023,4125,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000.0,742000.0,6,23000,particular,Petrol,Manual,18.9,1197,82,5,525000,21000,3833.3333333333335,2018
2024,4128,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.88-10.68 Lakh*,688000.0,1068000.0,4,26000,particular,Petrol,Automatic,21.4,1197,83.1,5,850000,34000,6500.0,2020
2025,4137,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.52.16-65.17 Lakh*,5216000.0,6517000.0,9,76500,distribuidora,Diesel,Automatic,14.84,2143,170,5,1490000,59600,8500.0,2015
2026,4138,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,540000.0,719000.0,11,28000,distribuidora,Petrol,Manual,14,1061,64,5,250000,10000,2545.4545454545455,2013
2028,4140,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,3912000.0,4522000.0,11,158000,distribuidora,Diesel,Manual,11.5,2982,171,7,1050000,42000,14363.636363636364,2013
2029,4141,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-17.10 Lakh*,1290000.0,1710000.0,11,77250,distribuidora,Petrol,Automatic,16.8,1497,118,5,349000,13960,7022.727272727273,2013
2030,4145,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.21-6.29 Lakh*,621000.0,629000.0,6,48000,distribuidora,CNG,Manual,32.52,998,58.33,5,365000,14600,8000.0,2018
2031,4146,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.6.01 Lakh*,601000.0,601000.0,7,39000,distribuidora,CNG,Manual,21.94,1196,61.7,5,365000,14600,5571.428571428572,2017
2032,4147,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.6.96-11.44 Lakh*,696000.0,1144000.0,5,60000,distribuidora,Petrol,Automatic,17.21,1197,103.5,5,690000,27600,12000.0,2019
2033,4148,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.27-13.14 Lakh*,927000.0,1314000.0,5,40003,distribuidora,Petrol,Automatic,14.7,1496,120.69,5,670000,26800,8000.6,2019
2034,4149,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.50-4.69 Lakh*,350000.0,469000.0,3,40737,distribuidora,Petrol,Manual,22.74,796,47.3,5,325000,13000,13579.0,2021
2035,4153,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.90-17.68 Lakh*,1490000.0,1768000.0,5,50000,particular,Diesel,Manual,26,1498,98.6,5,850000,34000,10000.0,2019
2036,4157,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.90-13.23 Lakh*,790000.0,1323000.0,5,59000,distribuidora,Petrol,Manual,18.6,1197,81.83,5,650000,26000,11800.0,2019
